names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
MIXTECO_DE_SAN_JUAN_COLORADO	OM	MIXTEC	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,CoastMixtec,WestCoastMixtec	16.50	-98.00	5580	mjc	mjc	yuhu, yu	yooho, un, kun	yoo, yo	XXX	XXX	XXX	XXX	XXX	XXX	XXX	iin, intuhun, tuhun	uvi	XXX	XXX	XXX	XXX	XXX	ray33, 53v3	tyaka	XXX	ina	tyuku	yutun	XXX	ndaha	XXX	XXX	533	XXX	n353	y3qw3	XXX	XXX	nd3qw3	XXX	XXX	XXX	XXX	soho	tinuu	ixtyin	XXX	nuhu	yuhu, yaa	XXX	XXX	ji5i c3t3	ndaha	XXX	XXX	5ika	XXX	ixta caaha	cihi	XXX	XXX	5ehe	ci5i	XXX	XXX	ciihi	XXX	XXX	XXX	XXX	vaci	XXX	XXX	XXX	XXX	XXX	5ica5ii	XXX	ti5uu	ndutya	XXX	yuu	XXX	XXX	XXX	XXX	5uhu	XXX	XXX	ityi	kuhu	XXX	XXX	XXX	XXX	XXX	cakwaa	XXX	XXX	tya5u	ca	XXX	XXX	XXX	s3v3
MIXTECO_DE_YOSONDUA	OM	MIXTEC	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,WesternAltaMixtec,SouthwesternAltaMixtec,Chalcatongic	16.92	-97.58	2000	mxy	mpm	na, ri, sa5a	ro7o, ra	ri, yo, yo7o, ru7u	XXX	XXX	XXX	XXX	XXX	XXX	XXX	3n	u	XXX	XXX	XXX	XXX	XXX	y3v3	Caka	XXX	ina	Cuku	yuxnu	XXX	nda7a yuku	XXX	XXX	53	XXX	n353	y3k3	XXX	XXX	nd3k3	XXX	XXX	XXX	XXX	so7o	nduCi	yuCixni	XXX	xnu7un	ya	XXX	XXX	Cini xit3, y3k3 xit3	u7u	XXX	XXX	xika, ndoson	XXX	staxa7a	ko7o	XXX	XXX	nde7e	kunso7o	XXX	XXX	ku	XXX	XXX	XXX	XXX	ki, ndi, Ca, kixi	XXX	XXX	XXX	XXX	XXX	ndikandi	XXX	CoCini	nduCa	XXX	yu, kava	XXX	XXX	XXX	XXX	5u7un	XXX	XXX	iCi	yuku	XXX	XXX	XXX	XXX	XXX	xakua, ni5u, 5u	XXX	XXX	XXX	xa	XXX	XXX	XXX	s3v3
OCOTEPEC_MIXTEC	OM	MIXTEC	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,WesternAltaMixtec	17.17	-97.75	6170	mxo	mie	nduhu	ndoho	yoho	XXX	XXX	XXX	XXX	XXX	XXX	XXX	un	u	XXX	XXX	XXX	XXX	XXX	njivi	tyaka	XXX	tina	XXX	5utun	XXX	XXX	XXX	XXX	5i	XXX	ni*5i*	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	so7o	XXX	Sitin	XXX	nu*7u*	XXX	XXX	XXX	ndaha	ndiki	XXX	XXX	XXX	XXX	XXX	xihi	XXX	XXX	xini	XXX	XXX	XXX	xihi	XXX	XXX	XXX	XXX	vaxi	XXX	XXX	XXX	XXX	XXX	nkandi	XXX	tyun	ndute	XXX	Zu	XXX	XXX	XXX	XXX	5uhun	XXX	XXX	iCi	yuku	XXX	XXX	XXX	XXX	XXX	xakw~a	XXX	XXX	XXX	XXX	XXX	XXX	XXX	sivi
SILACAYOAPAN_MIXTEC	OM	MIXTEC	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec	Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Central-WesternBajaMixtec	17.50	-98.17	18700	mxs	mks	Ze7e	Zo7o	Zo	Zo7o	ka	Zo	ndia	a, ko	ndi	kwa7a, hava	i*	ivi	ka7ni	kani	lo7o	5a7a	ta	5aZivi	Zaka	la	tina	XXX	Zito	ndiki	XXX	XXX	XXX	ni	XXX	XXX	Ziki	ha7a*	ndivi	ndiki	ndo7o	XXX	ihi	hini	ho7o	ndiCi ni	jiti	Zi7i	XXX	XXX	Ci*	sa7a	XXX	nda7a	tiSi	hiko	XXX	XXX	XXX	7i	Si	XXX	ni	ni ho7o	ni	hi	7i, vi	7ni	XXX	XXX	ka	vaSi	XXX	XXX	ndiCi	7am	ka7a*	kandi	Zo	kimi	tikw~i	havi	Zi	XXX	5i7i	XXX	ni7ma	XXX	XXX	kaZi	iCi	Ziki	kw~a7a	kw~i	kw~a*	Za	XXX	5i	ha	viSi	XXX	sa	va7a	XXX	iCi	kivi
OTOMI_DE_EL_BAILE	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,Otomi,EasternOtomi	21.05	-99.30	49300	ots	otm	nuga	nuige	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	7nd$a	yoho	XXX	XXX	XXX	XXX	XXX	53h3	hw~a	XXX	yay7~o	t"o	7b~ay nd~opo, 7b~ay za	XXX	Si riga, Si nd~opo	XXX	XXX	XXX	XXX	xi	nd~oyo	XXX	XXX	nd~oni	XXX	XXX	XXX	XXX	gu	da	Si5u	XXX	ci	xoni	XXX	XXX	5omu	ye	XXX	XXX	7b~a	XXX	ya	ci	XXX	XXX	hy~and~i	ede	XXX	XXX	tu, tu*	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	hy~adi	XXX	%estreya	dehe	XXX	do	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	Cui	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX
OTOMI_DE_IXTENCO	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,Otomi,SouthernOtomi	19.08	-97.92	460	oix	otz	nugaga	nuk7i	nugowi	XXX	XXX	XXX	XXX	XXX	XXX	XXX	na	yoho	XXX	XXX	XXX	XXX	XXX	kh~a*7i	hwa*	XXX	7yo7	t7oSko	za	XXX	Si	XXX	XXX	Sik7a*i	XXX	kh~i	ndoyo	XXX	XXX	ndoni, done	XXX	XXX	XXX	XXX	gu*	do	Siyu	XXX	ci	kh~3ne	XXX	XXX	ya*hmu*	7yE	XXX	XXX	7ma	XXX	7ya	ci	XXX	XXX	handi, hiandi	7ede, yede	XXX	XXX	tu, du, ndu	XXX	XXX	XXX	XXX	7e*he, ye*he	XXX	XXX	XXX	XXX	XXX	hiadi	XXX	c3	dehe	XXX	do	XXX	XXX	XXX	XXX	cibi	XXX	XXX	7yu	t73h3	XXX	XXX	XXX	XXX	XXX	nSu*i	XXX	XXX	7yu*di	ra7yo	XXX	XXX	XXX	th~u*hu*
OTOMI_DE_SAN_ANDRES_CUEXCONTITLAN	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,SouthwesternOtomi	19.58	-99.67	20000		ots	nugo	nuk7ige	nugoh3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	na	7yohos	XXX	XXX	XXX	XXX	XXX	XXX	hwa	XXX	7yo7	t7oni	Sic7o	XXX	Si	XXX	XXX	Siph~ani	XXX	kh~i	ndoyo	XXX	XXX	XXX	XXX	XXX	XXX	XXX	gu	do	Si5u	XXX	ci	kh~one	XXX	XXX	5ahmu	7yE	XXX	XXX	7ba	XXX	ya	cith~e	XXX	XXX	k7aci, nu	7ode	XXX	XXX	tu	XXX	XXX	XXX	XXX	7ihi	XXX	XXX	XXX	XXX	XXX	hiadi	XXX	c3	dehe	XXX	do	XXX	XXX	XXX	XXX	cibi	XXX	XXX	5u	XXX	XXX	XXX	XXX	XXX	XXX	nCui	XXX	XXX	5udi	7ra7yo	XXX	XXX	XXX	tuhu
OTOMI_MEZQUITAL	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,Otomi,NorthwesternOtomi	20.17	-99.17	88500	otm	ote	nuga, geke	nu7i, ge7e	nugah3, gekx~3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	yoho	XXX	XXX	XXX	XXX	XXX	xa*7i	w3, hu3	XXX	cat"y~o, yo	t"o	za	XXX	Si	XXX	XXX	Sifri, koto	XXX	xi	nd~oyo	XXX	XXX	nd~a*ni	XXX	XXX	XXX	XXX	gu, Sigu	da	Si5u	XXX	c"i	iSx~ua	XXX	XXX	53mu	yE	XXX	XXX	ba, Siba	XXX	ya	ci	XXX	XXX	nu	3de	XXX	XXX	tu	XXX	XXX	XXX	XXX	ehe	XXX	XXX	XXX	XXX	XXX	hy~adi	XXX	c3	dehe	XXX	do	XXX	XXX	XXX	XXX	XXX	XXX	XXX	5u	t"3h3	XXX	XXX	XXX	XXX	XXX	Sui	XXX	XXX	5udi, d3	rayo	XXX	XXX	XXX	hu, 8uhu
OTOMI_QUERETARO	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,Otomi,NorthwesternOtomi	20.08	-100.08	33000	osm	otq	nug3, gek3	nu7i, ge7e	nug7~be, gekuhu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	naha	yoho	XXX	XXX	XXX	XXX	XXX	xa*7i	xwa*	XXX	XXX	t7~oni	za	XXX	Si	XXX	XXX	Sifni	XXX	xi	nd~oyo	XXX	XXX	nd~a*ni	XXX	XXX	XXX	XXX	zagu, gu	d3	Si5u	XXX	c7~i	xa*ne	XXX	XXX	5a*mu	ye	XXX	XXX	ba	XXX	ya	ci	XXX	XXX	k7~a*c7~i	ode, oc7~e	XXX	XXX	tu, nd~u	XXX	XXX	XXX	XXX	ehe, 5ehe	XXX	XXX	XXX	XXX	XXX	hy~adi	XXX	coho	dehe	XXX	do	XXX	XXX	XXX	XXX	cibi	XXX	XXX	5u	t7~oho	XXX	XXX	XXX	XXX	XXX	nSui	XXX	XXX	5uc7~i	rayo	XXX	XXX	XXX	8uhu
OTOMI_TEMOAYA	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,SouthwesternOtomi	19.42	-99.50	37000		ott	nugo	nuke	nugoZe	XXX	XXX	XXX	XXX	XXX	XXX	XXX	n7a	yoZo	XXX	XXX	XXX	XXX	XXX	XXX	moi	XXX	XXX	toni	za	XXX	xi	XXX	XXX	xifani	XXX	kZi	ndoyo	XXX	XXX	mondri	XXX	XXX	XXX	XXX	gu	do	xi5u	XXX	XXX	kZoZne	XXX	XXX	5aZmu	ye	XXX	XXX	xi7ma	XXX	yaZa	cith~e	XXX	XXX	k7ati	3de	XXX	XXX	du	XXX	XXX	XXX	XXX	boiZi, iZi	XXX	XXX	XXX	XXX	XXX	Ziadi	XXX	cE	deZe	XXX	do	XXX	XXX	XXX	XXX	cibi	XXX	XXX	5u	xenth~e, xeth~e	XXX	XXX	XXX	XXX	XXX	nxui	XXX	XXX	5uci	XXX	XXX	XXX	XXX	th~uZu
TEMASCALCINGO_MAZAHUA	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Mazahua	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,Mazahua	19.92	-100.00	74000	maz	maz	nuzgo	nuck"e	nuzgome, nuzgohi	XXX	XXX	XXX	XXX	XXX	XXX	XXX	na, naha	ye, hehe	XXX	XXX	XXX	XXX	XXX	bEzo	mo*	XXX	dy~o7o	pi5a	za	XXX	Si	XXX	XXX	Sifad3	XXX	kh~i, ch~i	nd~ody~e	XXX	XXX	mon3n3	XXX	XXX	XXX	XXX	Ng~o	nd~o, Co	Si5u	XXX	s"ib"i	k"i5i, ci5i	XXX	XXX	5imo	dy~E	XXX	XXX	Siba, timi	XXX	ya	si, zi	XXX	XXX	nu, 5u	ere, dy~ere	XXX	XXX	tu*, Cu*	XXX	XXX	XXX	XXX	EhE, 5EhE	XXX	XXX	XXX	XXX	XXX	hiar3	XXX	sehe	nd~ehe	XXX	nd~oho	XXX	XXX	XXX	XXX	sibi	XXX	XXX	5ihi	dy~ehe	XXX	XXX	XXX	XXX	XXX	Som3	XXX	XXX	niCi, niZi	d"ady~o	XXX	XXX	XXX	th~u*, Ch~u*
TILAPA_OTOMI	OM	OTOMIAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Otomi	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Otomian,Otomi,SouthernOtomi	19.17	-99.42	290		otl	kiNa	kink"e	kiNah3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nd"a	you	XXX	XXX	XXX	XXX	XXX	kh~o*ni	hwo	XXX	7yo	t"ou	za	XXX	riSiza	XXX	XXX	Siph~ani	XXX	kh~i	toyo	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ku	to	Si5u*	XXX	Ci	XXX	XXX	XXX	5ohmu	7ye	XXX	XXX	mba	XXX	XXX	zi	XXX	XXX	5u	7ode	XXX	XXX	tu*	XXX	XXX	XXX	XXX	7ehe	XXX	XXX	XXX	XXX	XXX	syadi	XXX	c3	te	XXX	tou	XXX	XXX	XXX	XXX	cibi	XXX	XXX	n7yu	Sonth~e	XXX	XXX	XXX	XXX	XXX	Su*	XXX	XXX	yu*c"i	k3hto	XXX	XXX	XXX	hu*
PAME_DE_JILIAPAN_1958	OM	PAMEAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Pame	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Pamean	20.97	-99.33	-1		pmz	kaki, kakh~i	huk"	kakh~, man7~	XXX	XXX	XXX	XXX	XXX	XXX	XXX	7n~a	ti	XXX	XXX	XXX	XXX	XXX	i8iu*, Sme*de*	Si8ia*	XXX	n7~u, 3n7~u	t"u	th~u*	XXX	Sty~u*n Si	XXX	XXX	Skeni	XXX	kh~i	binC~a7	XXX	XXX	tu*	XXX	XXX	XXX	XXX	Sigia*w	taw	Si5u	XXX	ci7	ten	XXX	XXX	niw	Smu	XXX	XXX	SiSi7	XXX	muguNk"~ia	hu	XXX	XXX	ruguhu	u7u	XXX	XXX	te du*	XXX	XXX	XXX	XXX	kenu	XXX	XXX	XXX	XXX	XXX	mp~a*	XXX	kahan	b3sa	XXX	kudu	XXX	XXX	XXX	XXX	t"a*	XXX	XXX	nu*he*7	t"ue	XXX	XXX	XXX	XXX	XXX	sa*w*	XXX	XXX	tidie	StiNk~a*w*	XXX	XXX	XXX	hn~u*
TAMASOPO_PAME	OM	PAMEAN	Otomanguean,WesternOtomanguean,Oto-Pame-Chinantecan,Oto-Pamean,Pame	Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Pamean	21.92	-99.40	340		pmq	Tao	hy~37	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	s3nt~a	nuye	XXX	XXX	XXX	XXX	XXX	lE, na7u	SiTao	XXX	d3ro, dro	t"u	kw~aN	XXX	Si	XXX	XXX	XXX	XXX	k3kh~3i	mi5T~oaN	XXX	XXX	tu*N	XXX	XXX	XXX	XXX	SiTa*o*	Tao	Si5o*a*	XXX	Ci7	na	XXX	XXX	bimi7i	ska7ai, skan7~E	XXX	XXX	SC"i7	XXX	5E7Eph~	XXX	XXX	XXX	XXX	l37u7	XXX	XXX	n3tu*	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	g3nu7, %dius	XXX	g3Nk"~u7	kant~E, k3nt~E	XXX	gatu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	daguhuN, naSahao7	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX
CHOCHOTEC	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Ixcatec-Chocho-Popolocan,Chocho-Popolocan	17.67	-97.42	730	cch	coz	ga*7a*	ga7a	gi*7i*	XXX	XXX	XXX	XXX	XXX	XXX	XXX	Ng~u	Zu, Ziu	XXX	XXX	XXX	XXX	XXX	XXX	u ba diNg~ ind~a7, %peskadu7	XXX	u nia7	Zi Cetiu	nd~a, nd~a Zoa	XXX	ka Zoa	XXX	XXX	roa7, ka roa7	XXX	8i*7, 8i*e*	u Su7	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nd~e7 ti*Si So*7o*	xma7 Za*ku	Ci*ru	XXX	neniu	kane	XXX	XXX	tiu Zi7i	rx~a	XXX	XXX	ko*	XXX	koCa	di7i	XXX	XXX	di*ku*	di*7e*	XXX	XXX	de*7e*	XXX	XXX	XXX	XXX	Coa, Zaku	XXX	XXX	XXX	XXX	XXX	So*7o*	XXX	u niuce, u nuce	ind~a7	XXX	Su7	XXX	XXX	XXX	XXX	Sui	XXX	XXX	nd~iate	XXX	XXX	XXX	XXX	XXX	XXX	tutie, 8e*	XXX	XXX	XXX	nuebu7	XXX	XXX	XXX	%nombre7
HUAUTLA_DE_JIMENEZ	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan,Mazatec	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Mazatecan,CentralMazatec	18.25	-96.83	74600	mzh	mau	a	hi	5a, hnta	XXX	XXX	XXX	XXX	XXX	XXX	XXX	hnku	hau	XXX	XXX	XXX	XXX	XXX	Cuta, Ch~uta	hti	XXX	nia	nati	ya	XXX	Ska	XXX	XXX	Ch~ua	XXX	nhi	ninta	XXX	XXX	nCa	XXX	XXX	XXX	XXX	Su5u	Sku	ntith~u	XXX	ni75u	nihe	XXX	XXX	Sku	nch~a, nca	XXX	XXX	XXX	XXX	Cuhnka	wi	XXX	XXX	XXX	nC7ue	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nCua	XXX	XXX	XXX	XXX	XXX	c7ui	XXX	ni5u	nanta	XXX	lau, lahau	XXX	XXX	XXX	XXX	l7i	XXX	XXX	ntia	naSi	XXX	XXX	XXX	XXX	XXX	niCh~i	XXX	XXX	kice	Cuce	XXX	XXX	XXX	ha7ai
IXCATEC	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Ixcatec-Chocho-Popolocan	17.83	-97.17	9	ixc	ixc	inana	ila	ni	XXX	XXX	XXX	XXX	XXX	XXX	XXX	hngu	yuhu	XXX	XXX	XXX	XXX	XXX	XXX	Cee	XXX	ni5a	Ce	yaa	XXX	Ska	XXX	XXX	ruwa	XXX	hi*	indy~a	XXX	XXX	indy~askeeba	XXX	XXX	XXX	XXX	rachu*	ty~uSku*	City~hu*	XXX	na5u	ni*h5e*	XXX	XXX	C7i	rha	XXX	XXX	cu	XXX	aku*	f7i, ting~i7e	XXX	XXX	biSku*, f7iSku*	mi7e	XXX	XXX	me, me*	XXX	XXX	XXX	XXX	bi7i, f7i	XXX	XXX	XXX	XXX	XXX	Caku	XXX	uce	ind~a	XXX	Su	XXX	XXX	XXX	XXX	S7wi	XXX	XXX	nd~iya	h5a	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	siSte	XXX	XXX	XXX	XXX	5ee
JALAPA_DE_DIAZ	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan,Mazatec	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Mazatecan,ValleyMazatec	18.08	-96.50	17500		maj	a	hi	5a	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nku, ku	ho	XXX	XXX	XXX	XXX	XXX	Suta	ti	XXX	na5a	nati	ya	XXX	Ska	XXX	XXX	thawaSi	XXX	hni	ninta	XXX	XXX	ndhia	XXX	XXX	XXX	XXX	tawaSi5hu	tunku, tunka	nath~u	XXX	ni7iu	nhai	XXX	XXX	ku	nch~a, nca, ch~a, ca	XXX	XXX	Ciki	XXX	Ch~anka	wi	XXX	XXX	XXX	tint7e, nt7e	XXX	XXX	XXX	XXX	XXX	XXX	XXX	niwa	XXX	XXX	XXX	XXX	XXX	c7iu	XXX	ni5u	nta, ndanihwa	XXX	ndhio	XXX	XXX	XXX	XXX	nd7i	XXX	XXX	niya, niyo	naSi	XXX	XXX	XXX	XXX	XXX	nisth~i	XXX	XXX	kice	cece	XXX	XXX	XXX	h7ai
MAZATEC_CHIQUIHUITLAN	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan,Mazatec	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Mazatecan	17.75	-96.92	1500	mzc	maq	na, ng~a7a*	ri, ng~aye	ng~aya*	vi	vE7E	yo	XXX	heya	yEhE	hemu	ng~u	xo	hyE	hyE	7nCu*	Ch~u*	Ca	Suta	ti	nisE	na5a	Siti	ya	tu	Ska	tyh$ama	ty~ava	CuSi*	yoho	xni	nind~a	Sine	Ch~o	ndy~a7a r3	ndeci7in	ch~a	ch~arku	rku	tyh~ava5u7u	tuSku*	nd~eth~u*	7ncua	ne5u	ne7e	ch~a	ncaku	rku	ch~a	ka7ncua	ngaStu*	nd~anisi*	Sa7asen	Cang~a	7vi	hinE	hinEne	vuce7e*	vind~3	vE	veh5a	me	cike7en	vatE nanda	vith~e*	fi	vind~uva	fa5a	veh5a	visath~en7nga	sua	Ch~a	cu7i	sa	ni5u	nand~a	ci	ndy$o7o	cumi	ni7ndE	yufi	ni7ndi	nd~i7i	ndesu	to	nd~iya	naSi	7ani	susE	sine	ty~ava	hma	niSte*	suE	7nCa*	kicE rE	Sac3	ndaha	nduSti*	kiSi	5i7i
POPOLOCA_DE_SAN_VICENTE_COYOTEPEC	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan,Popoloca	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Ixcatec-Chocho-Popolocan,Chocho-Popolocan,Popolocan,SouthwesternPopolocan	18.25	-97.83	500	psv	pbf	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ng~u	yu	XXX	XXX	XXX	XXX	XXX	5i	xuCe	XXX	xu5ia	xuCe	XXX	XXX	xaCa*	XXX	XXX	XXX	XXX	h5i	ind~a	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nd~ach~u*	maku*	rith~u*	XXX	5enno	5ehe*	XXX	XXX	nd~atuCi7i*	th~a	XXX	XXX	turu7e	XXX	ng~au*	ti7i	XXX	XXX	se7e, tiku*	ti7e*	XXX	XXX	ce7e*	XXX	XXX	XXX	XXX	hw~i	XXX	XXX	XXX	XXX	XXX	njaxu*	XXX	nuce	ind~a	XXX	Su	XXX	XXX	XXX	XXX	Su7i	XXX	XXX	nd~a7a	hna	XXX	XXX	XXX	XXX	XXX	tiye	XXX	XXX	sitre	5ith~ua	XXX	XXX	XXX	XXX
POPOLOCA_METZONTLA	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan,Popoloca	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Ixcatec-Chocho-Popolocan,Chocho-Popolocan,Popolocan,SouthwesternPopolocan,Tepexi-Zapotitlan	18.17	-97.50	2000	pop	pbe	xa*7a	xa7a	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nku	yu	XXX	XXX	XXX	XXX	XXX	Cuni	XXX	XXX	kunia7	kuCith~ua	nd~a	XXX	ka	XXX	XXX	th~ua7	XXX	ni7	nd~aweso	XXX	XXX	nd~e7e	XXX	XXX	XXX	XXX	nd~ach~u*	niniu	Situ*	XXX	nd~anenu	nexe*	XXX	XXX	tuC7~i*	th~a	XXX	XXX	XXX	XXX	XXX	i	XXX	XXX	ku*	i*	XXX	XXX	e*	XXX	XXX	XXX	XXX	i, Sakua	XXX	XXX	XXX	XXX	XXX	sua, n7~iu	XXX	nuce	nd~a7	XXX	Su7	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nd7$ia	na7	XXX	XXX	XXX	XXX	XXX	tiye	XXX	XXX	sixenu	neSi	XXX	XXX	XXX	XXX
POPOLOCA_SAN_JUAN_ATZINGO	OM	POPOLOCAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Popolocan,Popoloca	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Popolocan-Mazatecan,Ixcatec-Chocho-Popolocan,Chocho-Popolocan,Popolocan,SouthwesternPopolocan	18.17	-96.42	3690	psj	poe	he7e*i, ha*7~a*	ha7a	he7e*i	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ihnko	iyo, ya	XXX	XXX	XXX	XXX	XXX	Co*i	koCe	XXX	ko*i*a*	koCe*	i*ta	XXX	ika, Cao* ka	XXX	XXX	th~o*a*	XXX	ihni*	XXX	XXX	XXX	nte	XXX	XXX	XXX	XXX	ntach~o*, tach~o*	iko*	Sito	XXX	ne*o	ne7e*	XXX	XXX	toC7~i*	ith~a	XXX	XXX	CiCi	XXX	nkao*	iCi	XXX	XXX	c7~iko*	ci*7i*	XXX	XXX	iCe*, Cith~aya*	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ya*o*	XXX	ko*oce	i*ta	XXX	iSo*	XXX	XXX	XXX	XXX	So7i	XXX	XXX	ntia	ihna*, ith~o	XXX	XXX	XXX	XXX	XXX	tie	XXX	XXX	XXX	ni*Si*	XXX	XXX	XXX	i7ni*e
