mo	pairs_mo	BP_mo	lat_mo	lon_mo	Ntaxa_mo	method_mo	da	pairs_da	BP_da	lat_da	lon_da	Ntaxa_da	method_da	err_home_mo	err_home_da	distance	speed	area	subsistence	bearing	biome4	biome4_names	perc_b4	biome98	biome98_names	perc_b98	altitude	rugosity	npp
Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic	36	2063	13.43074	35.943	12	BT	Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,OuterSouthEthiopic	8	1991	10.32562	37.04311	6	BT	180	99	365.840214708663	5.081	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	813.13	134.84	482.72
Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic	36	2063	13.43074	35.943	12	BT	Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,Harari-EastGurage	3	1398	12.03292	35.07868	4	BT	180	92	181.71431853969	0.273	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	530.42	44.45	452.5
Afro-Asiatic,Semitic,WestSemitic,ModernSouthArabian,Hobyot-WesternMSA	2	1580	18.5353	46.57817	4	BT	Afro-Asiatic,Semitic,WestSemitic,ModernSouthArabian,Hobyot-WesternMSA,WesternMSA	1	1300	18.74309	46.92656	3	BT	82	100	43.422262548404	0.155	Africa	AGR	EW	21	Desert	100	13	Deserts & Xeric Shrublands 	100	686.8	32.91	137
Afro-Asiatic,Cushitic,SouthCushitic,GreaterWestRiftSouthCushitic,WestRiftSouthCushitic	2	1476	1.891363	33.43117	4	BT	Afro-Asiatic,Cushitic,SouthCushitic,GreaterWestRiftSouthCushitic,WestRiftSouthCushitic,NorthernWestRiftSouthCushitic	1	1033	1.291713	34.34626	3	BT	96	92	121.757074191292	0.275	Africa	AGR	EW	12	Tropical savanna	92.9	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	1070.83	22.13	956
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3	150	3010	11.27146	12.69231	36	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.3	32	1305	8.832899	10.22413	14	BT	181	84	383.234915167396	0.225	Africa	AGR	EW	13	Tropical xerophytic shrubland	60	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	409.46	49.8	507.22
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.1	2	1743	9.141052	11.551	5	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.1,Ngizim-SouthwesternBade	1	1363	12.1051	11.0178	4	MD	155	158	335.072652933052	0.882	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	197.78	98.42	769.33
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3	24	2677	9.980012	10.5881	23	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast	15	2239	9.098128	9.551999	8	BT	105	97	150.249137328813	0.343	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	94.1	511.74	93.82	725.94
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3	150	3010	11.27146	12.69231	36	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2	50	2732	9.407685	12.2585	22	BT	181	123	212.843575109148	0.766	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	430.48	33.72	505.87
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4	10	2764	10.79033	10.55004	8	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic	9	1896	8.324478	7.370396	6	BT	83	77	444.025682438028	0.512	Africa	AGR	EW	12	Tropical savanna	80.4	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	622	52.96	613.33
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4	10	2764	10.79033	10.55004	8	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Fyer-Tambas	1	1275	10.35259	13.37819	2	BT	83	77	313.295482045146	0.21	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	457.71	85.3	553.64
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi	12	1705	10.8697	16.44725	7	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Buraic	6	1091	10.78689	15.66368	4	BT	83	84	86.1679919531733	0.14	Africa	AGR	EW	12	Tropical savanna	54.5	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	326.88	3.35	545.36
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic	20	2358	11.28264	12.86996	9	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic	5	1931	9.274693	13.3109	4	BT	86	78	228.681437636556	0.536	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	376.36	19.53	439.4
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic	21	2378	10.21162	13.67223	9	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic,Meri	2	1643	10.8085	14.02655	3	BT	85	80	76.933771092316	0.105	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	613.11	146.64	555.8
Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic,Gudeic	14	2519	10.251	13.5258	8	MD	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic,Gudeic,Gude-Jimi-Zizilivakan	5	1588	11.4514	14.09568	4	BT	89	85	147.438472811505	0.158	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	597.1	137.2	552.59
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic	20	2358	11.28264	12.86996	9	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Wandala-Malgwa-Glavda	1	1953	11.94707	13.85229	3	BT	86	86	130.168244373615	0.321	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	377.58	49.61	452.07
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi	12	1705	10.8697	16.44725	7	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Marghic	2	1025	9.688224	17.25542	3	BT	83	86	158.535629858865	0.233	Africa	AGR	NS	13	Tropical xerophytic shrubland	88.9	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	336.89	2.51	535
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic	21	2378	10.21162	13.67223	9	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic,Tokombere	2	1491	10.30832	13.44467	4	BT	85	81	27.1518260199682	0.031	Africa	AGR	EW	13	Tropical xerophytic shrubland	80	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	637.8	159.45	581.6
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic	20	2358	11.28264	12.86996	9	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Podoko	1	2208	10.9284	14.0474	2	MD	86	77	134.526680174314	0.897	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	375.49	51.81	450.8
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic	21	2378	10.21162	13.67223	9	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic,Mofu	1	1220	8.495413	13.62711	2	BT	85	77	191.111554504462	0.165	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	634.05	158.98	560
Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic,Gudeic	14	2519	10.251	13.5258	8	MD	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic,Gudeic,Sharwa-Tsuvan	1	1240	10.89438	14.99603	2	BT	89	77	176.107099222026	0.138	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	475.62	75.26	532
Afro-Asiatic,Chadic,EastChadic,EastChadicB,EastChadicB.1,Dangla-Mabire-Birgit	11	1779	9.96686	17.62678	8	BT	Afro-Asiatic,Chadic,EastChadic,EastChadicB,EastChadicB.1,Dangla-Mabire-Birgit,Dangla	3	1556	9.321416	17.911	4	BT	103	94	78.3289756065895	0.351	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	361.32	12.04	683
Afro-Asiatic,Chadic,EastChadic,EastChadicB,EastChadicB.1,Dangla-Mabire-Birgit	11	1779	9.96686	17.62678	8	BT	Afro-Asiatic,Chadic,EastChadic,EastChadicB,EastChadicB.1,Dangla-Mabire-Birgit,Birgit-Mogum-Toram	1	1079	12.00645	19.71825	3	BT	103	107	322.149935563626	0.46	Africa	AGR	EW	12	Tropical savanna	52.9	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	383.51	15.42	673.71
Afro-Asiatic,Chadic,EastChadic,EastChadicA,EastChadicA.1,Sumrayic	4	2439	10.77154	17.54437	5	BT	Afro-Asiatic,Chadic,EastChadic,EastChadicA,EastChadicA.1,Sumrayic,Ndam-Tumak	1	2012	10.00686	17.7499	3	BT	104	89	88.0482759326644	0.206	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	358.67	14.25	604
Afro-Asiatic,Chadic,EastChadic,EastChadicA,EastChadicA.1,Sumrayic	4	2439	10.77154	17.54437	5	BT	Afro-Asiatic,Chadic,EastChadic,EastChadicA,EastChadicA.1,Sumrayic,Sarwa-Sumray	1	2215	11.33673	17.48166	2	BT	104	77	63.2885986994444	0.283	Africa	AGR	NS	12	Tropical savanna	62.5	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	352.29	9.9	586.75
Afro-Asiatic,Cushitic,EastCushitic,HighlandEastCushitic,Sidaama-Hadiyya-Kambaata,Hadiyya-Kambaata	4	1207	8.782911	36.24083	4	BT	Afro-Asiatic,Cushitic,EastCushitic,HighlandEastCushitic,Sidaama-Hadiyya-Kambaata,Hadiyya-Kambaata,Kambaataic	1	1035	8.350195	37.79982	2	BT	89	77	178.241574383156	1.036	Africa	AGR	EW	5	Temperate conifer forest	50	1	Tropical & Subtropical Moist Broadleaf Forests 	40	1862.28	277.81	786.8
Afro-Asiatic,Cushitic,EastCushitic,HighlandEastCushitic,Sidaama-Hadiyya-Kambaata,Hadiyya-Kambaata	4	1207	8.782911	36.24083	4	BT	Afro-Asiatic,Cushitic,EastCushitic,HighlandEastCushitic,Sidaama-Hadiyya-Kambaata,Hadiyya-Kambaata,Hadiyyaic	1	287	7.378808	38.44998	2	BT	89	77	289.326775742067	0.314	Africa	AGR	EW	5	Temperate conifer forest	41.9	10	Montane Grasslands & Shrublands 	54.8	1980.76	268.24	844.58
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic	80	2736	8.628014	35.61544	21	BT	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid	15	2085	6.272063	36.3007	8	BT	305	185	272.951288106143	0.419	Africa	AGR	NS	3	Tropical deciduous forest/woodland	100	10	Montane Grasslands & Shrublands 	69	1724.27	228	711.1
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,TransversalLowlandEastCushitic	2	4380	5.3097	36.9139	3	MD	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,TransversalLowlandEastCushitic,Dullay	1	1736	8.869735	33.67441	2	BT	120	77	533.92476453413	0.202	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	89.1	604.41	153.05	332.33
Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic	215	1287	27.7074	34.0391	37	BT	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,ArabianPeninsulaArabic	12	1072	24.31392	40.60691	11	BT	986	540	757.719159419714	3.524	Africa	AGR	EW	21	Desert	100	13	Deserts & Xeric Shrublands 	78.2	857.26	168.61	75.17
Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic	215	1287	27.7074	34.0391	37	BT	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,EasternArabic	2	877	29.38341	37.89075	6	BT	986	175	420.282890617046	1.025	Africa	AGR	EW	21	Desert	100	13	Deserts & Xeric Shrublands 	63.6	790.88	261.14	76.86
Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic	215	1287	27.7074	34.0391	37	BT	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,EgypticArabic	3	974	20.74385	31.07721	7	BT	986	769	831.341339732357	2.656	Africa	AGR	NS	21	Desert	100	13	Deserts & Xeric Shrublands 	81.2	433.65	134.43	70.56
Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,OuterSouthEthiopic	8	1991	10.32562	37.04311	6	BT	Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,OuterSouthEthiopic,N-Group	1	1628	11.09099	36.88008	2	BT	99	77	87.0467142805504	0.24	Africa	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1537.43	347.85	617.91
Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,OuterSouthEthiopic	8	1991	10.32562	37.04311	6	BT	Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,OuterSouthEthiopic,TT-Group	5	1347	9.884692	35.75679	4	BT	99	93	149.271474542376	0.232	Africa	AGR	EW	3	Tropical deciduous forest/woodland	76.5	1	Tropical & Subtropical Moist Broadleaf Forests 	41.2	1376.54	337.96	622.76
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast	15	2239	9.098128	9.551999	8	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Boghomic	2	1132	9.39177	8.653359	3	BT	97	82	104.00684733605	0.094	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	75	897.2	336.59	732.33
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2	50	2732	9.407685	12.2585	22	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Boleic	27	2161	9.373377	11.05405	15	BT	123	129	132.337043419041	0.232	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	225.45	100.44	740.13
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic	9	1896	8.324478	7.370396	6	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic,Mundat-Karfa	1	1131	11.43296	6.346528	2	BT	77	77	363.79232044328	0.476	Africa	AGR	NS	12	Tropical savanna	84.2	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	164.52	75.93	927.05
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.2,NuclearWestChadicB.2	17	2070	9.674935	10.86879	9	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.2,NuclearWestChadicB.2,CentralWestChadicB.2	2	1731	7.89835	12.48132	3	BT	85	80	265.669285720742	0.784	Africa	AGR	NS	12	Tropical savanna	72.4	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	363.32	142.88	639.48
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.3	32	1305	8.832899	10.22413	14	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.3,Kofyar-Mushere-Chip	3	754	8.773384	12.01508	5	BT	84	80	197.130253618895	0.358	Africa	AGR	EW	12	Tropical savanna	81.8	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	314.15	110.35	940.91
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic	5	1931	9.274693	13.3109	4	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic,Gudufic	1	1169	8.967352	11.94017	2	BT	78	77	154.495169896797	0.203	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	229.27	75.15	781.06
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic,Meri	2	1643	10.8085	14.02655	3	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic,Meri,Dugwor-Merey	1	1484	10.17412	13.28939	2	BT	80	77	107.226725096864	0.674	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	625.02	151.81	526.15
Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Marghic	2	1025	9.688224	17.25542	3	BT	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Marghic,Kilba-SouthMargi	1	798	8.922367	17.37172	2	BT	86	77	86.2067789005559	0.38	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	347.74	4.58	683
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana	21	3208	8.489791	35.48472	13	BT	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana,WesternOmo-Tana	3	2227	9.454277	35.99809	3	BT	124	120	121.300739181471	0.124	Africa	AGR	NS	3	Tropical deciduous forest/woodland	100	100	Sea	92.9	1783.72	235.35	895.79
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana	21	3208	8.489791	35.48472	13	BT	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana,EasternOmo-Tana	20	1322	4.603389	41.57186	10	BT	124	271	800.11326622065	0.424	Africa	AGR	EW	5	Temperate conifer forest	54.9	1	Tropical & Subtropical Moist Broadleaf Forests 	41.5	1857.12	256.5	856.74
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid	15	2085	6.272063	36.3007	8	BT	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid,NuclearOromo	4	732	3.194714	36.82728	5	BT	185	241	347.513127974487	0.257	Africa	AGR	NS	5	Temperate conifer forest	62.2	10	Montane Grasslands & Shrublands 	91.9	1361.17	439.35	1130.81
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid	15	2085	6.272063	36.3007	8	BT	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid,Konsoid	2	1532	4.741021	36.13714	3	BT	185	82	171.39563510852	0.31	Africa	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	767.26	282.25	784
Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,ArabianPeninsulaArabic	12	1072	24.31392	40.60691	11	BT	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,ArabianPeninsulaArabic,NorthArabianBeduinArabic	3	887	24.5957	43.06199	6	BT	540	174	250.746204775506	1.355	Africa	AGR	EW	21	Desert	100	13	Deserts & Xeric Shrublands 	100	932.31	35.34	99.33
Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,EgypticArabic	3	974	20.74385	31.07721	7	BT	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,EgypticArabic,Egypto-SudanicArabic	2	635	17.8021	33.3179	6	MD	769	812	403.311553379152	1.19	Africa	AGR	NS	21	Desert	100	13	Deserts & Xeric Shrublands 	100	433.75	49.55	16.45
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Boleic	27	2161	9.373377	11.05405	15	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Boleic,NuclearBoleic	8	1813	9.91992	12.32707	10	BT	129	108	152.380410858729	0.438	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	228.04	100.56	737.12
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Boleic	27	2161	9.373377	11.05405	15	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Boleic,UnclassifiedBoleic	3	1948	10.40762	10.40291	4	BT	129	87	135.477264722083	0.636	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	227.69	83.75	1055
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.2,NuclearWestChadicB.2,CentralWestChadicB.2	2	1731	7.89835	12.48132	3	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.2,NuclearWestChadicB.2,CentralWestChadicB.2,Warji-Gala-Kariya	1	1639	7.83623	11.43138	2	BT	80	77	115.984988495099	1.261	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	71.4	582.27	209.87	956.57
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Boghomic	2	1132	9.39177	8.653359	3	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Boghomic,Kir-Mangas	1	650	9.069693	10.24004	2	BT	82	77	177.989335725153	0.369	Africa	AGR	EW	12	Tropical savanna	100	10	Montane Grasslands & Shrublands 	55	697.03	266	772.1
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.3,Goemaic	9	1764	9.01778	9.65014	6	MD	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.3,Goemaic,Talic	1	1156	9.913768	10.70115	3	BT	88	80	152.532716188852	0.251	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	332.06	125.94	874.76
Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Tangalic	4	2792	9.892898	11.37028	7	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Tangalic,NuclearTangalic	5	2204	11.20222	11.31703	6	BT	91	90	145.869507913884	0.248	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	421.51	110.12	598
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Guruntumic	7	2615	10.233	9.85457	5	MD	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Guruntumic,Tala-Sho-Zangwal	2	309	8.776144	9.266777	3	BT	92	79	174.544192242538	0.076	Africa	AGR	NS	12	Tropical savanna	100	10	Montane Grasslands & Shrublands 	63.2	673.75	82.45	658.68
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiWest,SouthwestSouthBauchi	2	2267	8.817581	9.174584	8	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiWest,SouthwestSouthBauchi,Zakse-Saya	1	1467	8.687037	9.775637	3	BT	87	87	67.7076597669592	0.085	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	198.68	56.02	818.89
Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid,NuclearOromo	4	732	3.194714	36.82728	5	BT	Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Oromoid,NuclearOromo,Central-EasternOromo	4	452	1.740585	37.39819	4	BT	241	239	173.879747581735	0.621	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	13	Deserts & Xeric Shrublands 	100	472.36	81.9	214.21
Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,NorthwestSemitic,Aramaic,Imperial-Middle-ModernAramaic,Middle-ModernAramaic	10	2267	34.83826	39.97115	19	BT	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,NorthwestSemitic,Aramaic,Imperial-Middle-ModernAramaic,Middle-ModernAramaic,EasternAramaic	9	1726	34.90344	40.7753	16	BT	236	245	73.8013871986432	0.136	Africa	AGR	EW	21	Desert	100	13	Deserts & Xeric Shrublands 	100	248.43	29.84	186.67
Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Guruntumic,Tala-Sho-Zangwal	2	309	8.776144	9.266777	3	BT	Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Guruntumic,Tala-Sho-Zangwal,Tala-Zamwar	1	189	8.369764	8.910726	2	BT	79	77	59.8542232942382	0.499	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	213.9	74.38	824.5
